GeneID,importance,Symbol,Description
140706,0.0,CCM2L,CCM2 like scaffold protein
3055,0.0,HCK,"HCK proto-oncogene, Src family tyrosine kinase"
9777,0.0,TM9SF4,transmembrane 9 superfamily member 4
107985403,0.0,LOC107985403,
128854,0.0,TSPY26P,"testis specific protein Y-linked 26, pseudogene"
5326,0.0,PLAGL2,PLAG1 like zinc finger 2
23509,0.0,POFUT1,protein O-fucosyltransferase 1
407034,0.0,MIR30E,microRNA 30e
9371,0.0,KIF3B,kinesin family member 3B
171023,0.0,ASXL1,ASXL transcriptional regulator 1
140688,0.0,NOL4L,nucleolar protein 4 like
101929698,0.0,LOC101929698,uncharacterized LOC101929698
105372592,0.0,LOC105372592,uncharacterized LOC105372592
149950,0.0,NOL4L-DT,NOL4L divergent transcript
284805,0.0,C20orf203,chromosome 20 open reading frame 203
149951,0.0,COMMD7,COMM domain containing 7
1789,0.0,DNMT3B,DNA methyltransferase 3 beta
22919,0.0,MAPRE1,microtubule associated protein RP/EB family member 1
388795,0.0,EFCAB8,EF-hand calcium binding domain 8
140732,0.0,SUN5,Sad1 and UNC84 domain containing 5
80341,0.0,BPIFB2,BPI fold containing family B member 2
128859,0.0,BPIFB6,BPI fold containing family B member 6
359710,0.0,BPIFB3,BPI fold containing family B member 3
149954,0.0,BPIFB4,BPI fold containing family B member 4
105372714,0.0,LOC105372714,uncharacterized LOC105372714
140683,0.0,BPIFA2,BPI fold containing family A member 2
317716,0.0,BPIFA4P,"BPI fold containing family A member 4, pseudogene"
128861,0.0,BPIFA3,BPI fold containing family A member 3
51297,0.0,BPIFA1,BPI fold containing family A member 1
105372593,0.0,LOC105372593,uncharacterized LOC105372593
92747,0.0,BPIFB1,BPI fold containing family B member 1
105372594,0.0,LOC105372594,uncharacterized LOC105372594
51654,0.0,CDK5RAP1,CDK5 regulatory subunit associated protein 1
6640,0.0,SNTA1,syntrophin alpha 1
9139,0.0,CBFA2T2,CBFA2/RUNX1 partner transcriptional co-repressor 2
63941,0.0,NECAB3,N-terminal EF-hand calcium binding protein 3
128864,0.0,C20orf144,chromosome 20 open reading frame 144
170487,0.0,ACTL10,actin like 10
407031,0.0,MIR30C1,microRNA 30c-1
11264,0.0,PXMP4,peroxisomal membrane protein 4
84905,0.0,ZNF341,zinc finger protein 341
101929746,0.0,ZNF341-AS1,ZNF341 antisense RNA 1
128866,0.0,CHMP4B,charged multivesicular body protein 4B
101926888,0.0,RALY-AS1,RALY antisense RNA 1
22913,0.0,RALY,RALY heterogeneous nuclear ribonucleoprotein
100616434,0.0,MIR4755,microRNA 4755
8894,0.0,EIF2S2,eukaryotic translation initiation factor 2 subunit beta
434,0.0,ASIP,agouti signaling protein
191,0.0,AHCY,adenosylhomocysteinase
107985381,0.0,LOC107985381,
83737,0.0,ITCH,itchy E3 ubiquitin protein ligase
693229,0.0,MIR644A,microRNA 644a
83658,0.0,DYNLRB1,dynein light chain roadblock-type 1
84557,0.0,MAP1LC3A,microtubule associated protein 1 light chain 3 alpha
128869,0.0,PIGU,phosphatidylinositol glycan anchor biosynthesis class U
105372599,0.0,LOC105372599,uncharacterized LOC105372599
58476,0.0,TP53INP2,tumor protein p53 inducible nuclear protein 2
9132,0.0,KCNQ4,potassium voltage-gated channel subfamily Q member 4
128872,0.0,HMGB3P1,high mobility group box 3 pseudogene 1
105378676,0.0,LOC105378676,uncharacterized LOC105378676
55902,0.0,ACSS2,acyl-CoA synthetase short chain family member 2
2937,0.0,GSS,glutathione synthetase
57644,0.0,MYH7B,myosin heavy chain 7B
107985393,0.0,LOC107985393,
574501,0.0,MIR499A,microRNA 499a
100616134,0.0,MIR499B,microRNA 499b
26133,0.0,TRPC4AP,transient receptor potential cation channel subfamily C member 4 associated protein
111089941,0.0,MMP24-AS1-EDEM2,MMP24-AS1-EDEM2 readthrough
55741,0.0,EDEM2,ER degradation enhancing alpha-mannosidase like protein 2
10544,0.0,PROCR,protein C receptor
10893,0.0,MMP24,matrix metallopeptidase 24
101410538,0.0,MMP24OS,MMP24 opposite strand
3692,0.0,EIF6,eukaryotic translation initiation factor 6
140846,0.0,FAM83C-AS1,FAM83C antisense RNA 1
128876,0.0,FAM83C,family with sequence similarity 83 member C
55245,0.0,UQCC1,ubiquinol-cytochrome c reductase complex assembly factor 1
554250,0.0,GDF5-AS1,GDF5 antisense RNA 1
8200,0.0,GDF5,growth differentiation factor 5
100302125,0.0,MIR1289-1,microRNA 1289-1
11190,0.0,CEP250,centrosomal protein 250
102725201,0.0,CEP250-AS1,CEP250 antisense RNA 1
140873,0.0,C20orf173,chromosome 20 open reading frame 173
51614,0.0,ERGIC3,ERGIC and golgi 3
80307,0.0,FER1L4,fer-1 like family member 4 (pseudogene)
6676,0.0,SPAG4,sperm associated antigen 4
8904,0.0,CPNE1,copine 1
10137,0.0,RBM12,RNA binding motif protein 12
9054,0.0,NFS1,NFS1 cysteine desulfurase
140823,0.0,ROMO1,reactive oxygen species modulator 1
9584,0.0,RBM39,RNA binding motif protein 39
51230,0.0,PHF20,PHD finger protein 20
51282,0.0,SCAND1,SCAN domain containing 1
140894,0.0,CNBD2,cyclic nucleotide binding domain containing 2
647979,0.0,NORAD,non-coding RNA activated by DNA damage
2036,0.0,EPB41L1,erythrocyte membrane protein band 4.1 like 1
100130373,0.0,EPB41L1-AS1,EPB41L1 antisense RNA 1
105372602,0.0,LOC105372602,uncharacterized LOC105372602
25980,0.0,AAR2,AAR2 splicing factor
22839,0.0,DLGAP4,DLG associated protein 4
101926987,0.0,DLGAP4-AS1,DLGAP4 antisense RNA 1
10398,0.0,MYL9,myosin light chain 9
60436,0.0,TGIF2,TGFB induced factor homeobox 2
100527943,0.0,TGIF2-RAB5IF,TGIF2-RAB5IF readthrough
107985397,0.0,LOC107985397,
55969,0.0,RAB5IF,RAB5 interacting factor
84174,0.0,SLA2,Src like adaptor 2
163732,0.0,CITED4,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
79980,0.0,DSN1,DSN1 component of MIS12 kinetochore complex
140710,0.0,SOGA1,"suppressor of glucose, autophagy associated 1"
1503,0.0,CTPS1,CTP synthase 1
25939,0.0,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
100507178,0.0,SLFNL1-AS1,SLFNL1 antisense RNA 1
140699,0.0,MROH8,maestro heat like repeat family member 8
6185,0.0,RPN2,ribophorin II
2691,0.0,GHRH,growth hormone releasing hormone
63905,0.0,MANBAL,mannosidase beta like
105372606,0.0,LOC105372606,uncharacterized LOC105372606
200172,0.0,SLFNL1,schlafen like 1
10904,0.0,BLCAP,BLCAP apoptosis inducing factor
4826,0.0,NNAT,neuronatin
105372608,0.0,LINC01746,long intergenic non-protein coding RNA 1746
100861522,0.0,LINC00489,long intergenic non-protein coding RNA 489
100287792,0.0,LOC100287792,uncharacterized LOC100287792
105372609,0.0,LOC105372609,uncharacterized LOC105372609
56259,0.0,CTNNBL1,catenin beta like 1
128434,0.0,VSTM2L,V-set and transmembrane domain containing 2 like
9675,0.0,TTI1,TELO2 interacting protein 1
58490,0.0,RPRD1B,regulation of nuclear pre-mRNA domain containing 1B
7052,0.0,TGM2,transglutaminase 2
107987281,0.0,LOC107987281,
85449,0.0,KIAA1755,KIAA1755
149684,0.0,LOC149684,uncharacterized LOC149684
671,0.0,BPI,bactericidal permeability increasing protein
3929,0.0,LBP,lipopolysaccharide binding protein
22955,0.0,SCMH1,Scm polycomb group protein homolog 1
26776,0.0,SNORA71B,"small nucleolar RNA, H/ACA box 71B"
26777,0.0,SNORA71A,"small nucleolar RNA, H/ACA box 71A"
677839,0.0,SNORA71C,"small nucleolar RNA, H/ACA box 71C"
677840,0.0,SNORA71D,"small nucleolar RNA, H/ACA box 71D"
128439,0.0,SNHG11,small nucleolar RNA host gene 11
677821,0.0,SNORA71E,"small nucleolar RNA, H/ACA box 71E"
677837,0.0,SNORA60,"small nucleolar RNA, H/ACA box 60"
100132074,0.0,FOXO6,forkhead box O6
100616190,0.0,MIR548O2,microRNA 548o-2
149685,0.0,ADIG,adipogenin
343578,0.0,ARHGAP40,Rho GTPase activating protein 40
140679,0.0,SLC32A1,solute carrier family 32 member 1
79913,0.0,ACTR5,actin related protein 5
26051,0.0,PPP1R16B,protein phosphatase 1 regulatory subunit 16B
81610,0.0,FAM83D,family with sequence similarity 83 member D
60625,0.0,DHX35,DEAH-box helicase 35
107985448,0.0,LOC107985448,uncharacterized LOC107985448
339568,0.0,LINC01734,long intergenic non-protein coding RNA 1734
102724950,0.0,LOC102724950,uncharacterized LOC102724950
105372614,0.0,LOC105372614,uncharacterized LOC105372614
105372613,0.0,LOC105372613,uncharacterized LOC105372613
100505663,0.0,LINC01370,long intergenic non-protein coding RNA 1370
105372616,0.0,LOC105372616,uncharacterized LOC105372616
105372617,0.0,LOC105372617,uncharacterized LOC105372617
105372618,0.0,LOC105372618,uncharacterized LOC105372618
107985446,0.0,LOC107985446,
102724968,0.0,LOC102724968,uncharacterized LOC102724968
107985435,0.0,LOC107985435,uncharacterized LOC107985435
105372620,0.0,LOC105372620,uncharacterized LOC105372620
9935,0.0,MAFB,MAF bZIP transcription factor B
101927098,0.0,LOC101927098,uncharacterized LOC101927098
109623474,0.0,SNORD154,"small nucleolar RNA, C/D box 154"
100128988,0.0,LOC100128988,uncharacterized LOC100128988
105372621,0.0,LOC105372621,uncharacterized LOC105372621
7150,0.0,TOP1,DNA topoisomerase I
101927117,0.0,PLCG1-AS1,PLCG1 antisense RNA 1
5335,0.0,PLCG1,phospholipase C gamma 1
102466912,0.0,MIR6871,microRNA 6871
23051,0.0,ZHX3,zinc fingers and homeoboxes 3
64900,0.0,LPIN3,lipin 3
90187,0.0,EMILIN3,elastin microfibril interfacer 3
84181,0.0,CHD6,chromodomain helicase DNA binding protein 6
101927182,0.0,LOC101927182,uncharacterized LOC101927182
105372622,0.0,LOC105372622,uncharacterized LOC105372622
11122,0.0,PTPRT,protein tyrosine phosphatase receptor type T
105372624,0.0,LOC105372624,uncharacterized LOC105372624
101927159,0.0,LOC101927159,uncharacterized LOC101927159
105372623,0.0,LOC105372623,uncharacterized LOC105372623
101927138,0.0,PTPRT-AS1,PTPRT antisense RNA 1
6431,0.0,SRSF6,serine and arginine rich splicing factor 6
26013,0.0,L3MBTL1,L3MBTL histone methyl-lysine binding protein 1
10110,0.0,SGK2,serum/glucocorticoid regulated kinase 2
51098,0.0,IFT52,intraflagellar transport 52
4605,0.0,MYBL2,MYB proto-oncogene like 2
149699,0.0,GTSF1L,gametocyte specific factor 1 like
101927200,0.0,LOC101927200,uncharacterized LOC101927200
107985441,0.0,LOC107985441,
105372625,0.0,LOC105372625,uncharacterized LOC105372625
105372626,0.0,LINC01728,long intergenic non-protein coding RNA 1728
84969,0.0,TOX2,TOX high mobility group box family member 2
57158,0.0,JPH2,junctophilin 2
51526,0.0,OSER1,oxidative stress responsive serine rich 1
100505783,0.0,OSER1-DT,OSER1 divergent transcript
78997,0.0,GDAP1L1,ganglioside induced differentiation associated protein 1 like 1
128486,0.0,FITM2,fat storage inducing transmembrane protein 2
140902,0.0,R3HDML,R3H domain containing like
105372629,0.0,R3HDML-AS1,R3HDML antisense RNA 1
3172,0.0,HNF4A,hepatocyte nuclear factor 4 alpha
101927219,0.0,HNF4A-AS1,HNF4A antisense RNA 1
100500813,0.0,MIR3646,microRNA 3646
101927242,0.0,LINC01430,long intergenic non-protein coding RNA 1430
140834,0.0,LINC01620,long intergenic non-protein coding RNA 1620
101929901,0.0,FOXO6-AS1,FOXO6 antisense RNA 1
10955,0.0,SERINC3,serine incorporator 3
11142,0.0,PKIG,cAMP-dependent protein kinase inhibitor gamma
100,0.0,ADA,adenosine deaminase
79015,0.0,LINC01260,long intergenic non-protein coding RNA 1260
106144538,0.0,KCNK15-AS1,KCNK15 and WISP2 antisense RNA 1
8839,0.0,CCN5,cellular communication network factor 5
60598,0.0,KCNK15,potassium two pore domain channel subfamily K member 15
140730,0.0,RIMS4,regulating synaptic membrane exocytosis 4
7529,0.0,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
80336,0.0,PABPC1L,poly(A) binding protein cytoplasmic 1 like
10953,0.0,TOMM34,translocase of outer mitochondrial membrane 34
100505826,0.0,STK4-DT,STK4 divergent transcript
6789,0.0,STK4,serine/threonine kinase 4
3787,0.0,KCNS1,potassium voltage-gated channel modifier subfamily S member 1
149708,0.0,WFDC5,WAP four-disulfide core domain 5
128488,0.0,WFDC12,WAP four-disulfide core domain 12
101929863,0.0,LOC101929863,uncharacterized LOC101929863
5266,0.0,PI3,peptidase inhibitor 3
101929866,0.0,LINC02597,long intergenic non-protein coding RNA 2597
6406,0.0,SEMG1,semenogelin 1
6407,0.0,SEMG2,semenogelin 2
105372630,0.0,LOC105372630,uncharacterized LOC105372630
6590,0.0,SLPI,secretory leukocyte peptidase inhibitor
8785,0.0,MATN4,matrilin 4
11317,0.0,RBPJL,recombination signal binding protein for immunoglobulin kappa J region like
6385,0.0,SDC4,syndecan 4
90196,0.0,SYS1,SYS1 golgi trafficking protein
767557,0.0,SYS1-DBNDD2,SYS1-DBNDD2 readthrough (NMD candidate)
27296,0.0,TP53TG5,TP53 target 5
107985404,0.0,LOC107985404,uncharacterized LOC107985404
55861,0.0,DBNDD2,dysbindin domain containing 2
107985405,0.0,LOC107985405,uncharacterized LOC107985405
51604,0.0,PIGT,phosphatidylinositol glycan anchor biosynthesis class T
102465487,0.0,MIR6812,microRNA 6812
105372631,0.0,LOC105372631,uncharacterized LOC105372631
10406,0.0,WFDC2,WAP four-disulfide core domain 2
107987282,0.0,LOC107987282,uncharacterized LOC107987282
10816,0.0,SPINT3,"serine peptidase inhibitor, Kunitz type 3"
140870,0.0,WFDC6,WAP four-disulfide core domain 6
100526773,0.0,EPPIN-WFDC6,EPPIN-WFDC6 readthrough
57119,0.0,EPPIN,epididymal peptidase inhibitor
90199,0.0,WFDC8,WAP four-disulfide core domain 8
259240,0.0,WFDC9,WAP four-disulfide core domain 9
140832,0.0,WFDC10A,WAP four-disulfide core domain 10A
259239,0.0,WFDC11,WAP four-disulfide core domain 11
280664,0.0,WFDC10B,WAP four-disulfide core domain 10B
164237,0.0,WFDC13,WAP four-disulfide core domain 13
100500897,0.0,MIR3617,microRNA 3617
140686,0.0,WFDC3,WAP four-disulfide core domain 3
391253,0.0,SPINT4,"serine peptidase inhibitor, Kunitz type 4"
116092,0.0,DNTTIP1,deoxynucleotidyltransferase terminal interacting protein 1
11065,0.0,UBE2C,ubiquitin conjugating enzyme E2 C
7125,0.0,TNNC2,"troponin C2, fast skeletal type"
90203,0.0,SNX21,sorting nexin family member 21
10005,0.0,ACOT8,acyl-CoA thioesterase 8
140831,0.0,ZSWIM3,zinc finger SWIM-type containing 3
90204,0.0,ZSWIM1,zinc finger SWIM-type containing 1
128497,0.0,SPATA25,spermatogenesis associated 25
140825,0.0,NEURL2,neuralized E3 ubiquitin protein ligase 2
5476,0.0,CTSA,cathepsin A
5360,0.0,PLTP,phospholipid transfer protein
107985388,0.0,LOC107985388,pre-mRNA-splicing factor cwc22-like
63935,0.0,PCIF1,phosphorylated CTD interacting factor 1
105378678,0.0,LOC105378678,uncharacterized LOC105378678
4318,0.0,MMP9,matrix metallopeptidase 9
109729184,0.0,SLC12A5-AS1,SLC12A5 and MMP9 antisense RNA 1
57468,0.0,SLC12A5,solute carrier family 12 member 5
105372632,0.0,LOC105372632,
57727,0.0,NCOA5,nuclear receptor coactivator 5
958,0.0,CD40,CD40 molecule
64405,0.0,CDH22,cadherin 22
51006,0.0,SLC35C2,solute carrier family 35 member C2
63916,0.0,ELMO2,engulfment and cell motility 2
105372633,0.0,LOC105372633,uncharacterized LOC105372633
100130934,0.0,ZNF663P,"zinc finger protein 663, pseudogene"
55713,0.0,ZNF334,zinc finger protein 334
7686,0.0,MKRN7P,"makorin ring finger protein 7, pseudogene"
128506,0.0,OCSTAMP,osteoclast stimulatory transmembrane protein
64849,0.0,SLC13A3,solute carrier family 13 member 3
112858,0.0,TP53RK,TP53 regulating kinase
81031,0.0,SLC2A10,solute carrier family 2 member 10
1907,0.0,EDN2,endothelin 2
101927355,0.0,EYA2-AS1,EYA2 antisense RNA 1
100500814,0.0,MIR3616,microRNA 3616
23613,0.0,ZMYND8,zinc finger MYND-type containing 8
100131496,0.0,LOC100131496,uncharacterized LOC100131496
101927377,0.0,LOC101927377,uncharacterized LOC101927377
102723442,0.0,LINC01754,long intergenic non-protein coding RNA 1754
8202,0.0,NCOA3,nuclear receptor coactivator 3
55959,0.0,SULF2,sulfatase 2
107985401,0.0,LOC107985401,uncharacterized LOC107985401
105372636,0.0,LOC105372636,uncharacterized LOC105372636
105376980,0.0,LOC105376980,
105372637,0.0,LOC105372637,uncharacterized LOC105372637
112268266,0.0,LOC112268266,
101927457,0.0,LINC01522,long intergenic non-protein coding RNA 1522
101060004,0.0,LINC01523,long intergenic non-protein coding RNA 1523
107985436,0.0,LOC107985436,uncharacterized LOC107985436
107985437,0.0,LOC107985437,uncharacterized LOC107985437
105372639,0.0,LOC105372639,uncharacterized LOC105372639
105372640,0.0,LOC105372640,uncharacterized LOC105372640
105372641,0.0,LOC105372641,uncharacterized LOC105372641
284749,0.0,LINC00494,long intergenic non-protein coding RNA 494
105372643,0.0,LOC105372643,uncharacterized LOC105372643
105372645,0.0,LOC105372645,uncharacterized LOC105372645
107985439,0.0,LOC107985439,uncharacterized LOC107985439
105372647,0.0,LOC105372647,uncharacterized LOC105372647
105372646,0.0,LOC105372646,uncharacterized LOC105372646
57580,0.0,PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"
105372648,0.0,LOC105372648,replaced by ID 57580
10564,0.0,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2
102723483,0.0,CSE1L-DT,CSE1L divergent transcript
1434,0.0,CSE1L,chromosome segregation 1 like
6780,0.0,STAU1,staufen double-stranded RNA binding protein 1
55661,0.0,DDX27,DEAD-box helicase 27
57169,0.0,ZNFX1,zinc finger NFX1-type containing 1
441951,0.0,ZFAS1,ZNFX1 antisense RNA 1
26765,0.0,SNORD12C,"small nucleolar RNA, C/D box 12C"
100113393,0.0,SNORD12B,"small nucleolar RNA, C/D box 12B"
692057,0.0,SNORD12,"small nucleolar RNA, C/D box 12"
105372649,0.0,LOC105372649,uncharacterized LOC105372649
3745,0.0,KCNB1,potassium voltage-gated channel subfamily B member 1
5740,0.0,PTGIS,prostaglandin I2 synthase
101927486,0.0,LOC101927486,uncharacterized LOC101927486
105372651,0.0,LOC105372651,uncharacterized LOC105372651
9334,0.0,B4GALT5,"beta-1,4-galactosyltransferase 5"
105372652,0.0,LOC105372652,uncharacterized LOC105372652
23315,0.0,SLC9A8,solute carrier family 9 member A8
113219455,0.0,MIR12122,microRNA 12122
9825,0.0,SPATA2,spermatogenesis associated 2
105372653,0.0,LOC105372653,uncharacterized LOC105372653
55905,0.0,RNF114,ring finger protein 114
6615,0.0,SNAI1,snail family transcriptional repressor 1
105372654,0.0,LOC105372654,uncharacterized LOC105372654
100887755,0.0,TRERNA1,translation regulatory long non-coding RNA 1
105372655,0.0,LOC105372655,uncharacterized LOC105372655
387522,0.0,PEDS1-UBE2V1,PEDS1-UBE2V1 readthrough
7335,0.0,UBE2V1,ubiquitin conjugating enzyme E2 V1
387521,0.0,PEDS1,plasmanylethanolamine desaturase 1
101927512,0.0,LINC01275,long intergenic non-protein coding RNA 1275
101927541,0.0,LINC01273,long intergenic non-protein coding RNA 1273
101927559,0.0,CEBPB-AS1,CEBPB antisense RNA 1
1051,0.0,CEBPB,CCAAT enhancer binding protein beta
107985386,0.0,LOC107985386,uncharacterized LOC107985386
105372656,0.0,LOC105372656,uncharacterized LOC105372656
100506115,0.0,PELATON,plaque enriched lncRNA in atherosclerotic and inflammatory bowel macrophage regulation
284751,0.0,LINC01270,long intergenic non-protein coding RNA 1270
101927586,0.0,LINC01271,long intergenic non-protein coding RNA 1271
105372657,0.0,LOC105372657,uncharacterized LOC105372657
5770,0.0,PTPN1,protein tyrosine phosphatase non-receptor type 1
693230,0.0,MIR645,microRNA 645
140876,0.0,RIPOR3,RIPOR family member 3
100302146,0.0,MIR1302-5,microRNA 1302-5
100506175,0.0,RIPOR3-AS1,RIPOR3 antisense RNA 1
105372659,0.0,LOC105372659,uncharacterized LOC105372659
84612,0.0,PARD6B,par-6 family cell polarity regulator beta
59269,0.0,HIVEP3,HIVEP zinc finger 3
23394,0.0,ADNP,activity dependent neuroprotector homeobox
101927631,0.0,ADNP-AS1,ADNP antisense RNA 1
8813,0.0,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
27304,0.0,MOCS3,molybdenum cofactor synthesis 3
2981,0.0,GUCA2B,guanylate cyclase activator 2B
105372662,0.0,LOC105372662,uncharacterized LOC105372662
105372661,0.0,LOC105372661,uncharacterized LOC105372661
105372663,0.0,LOC105372663,uncharacterized LOC105372663
4773,0.0,NFATC2,nuclear factor of activated T cells 2
100422889,0.0,MIR3194,microRNA 3194
10079,0.0,ATP9A,ATPase phospholipid transporting 9A (putative)
57167,0.0,SALL4,spalt like transcription factor 4
101927678,0.0,LINC01429,long intergenic non-protein coding RNA 1429
105372664,0.0,LOC105372664,uncharacterized LOC105372664
55734,0.0,ZFP64,ZFP64 zinc finger protein
105372666,0.0,LOC105372666,uncharacterized LOC105372666
107985427,0.0,LOC107985427,uncharacterized LOC107985427
105372667,0.0,LOC105372667,uncharacterized LOC105372667
105372665,0.0,LOC105372665,uncharacterized LOC105372665
101927700,0.0,LINC01524,long intergenic non-protein coding RNA 1524
105376985,0.0,LOC105376985,uncharacterized LOC105376985
105372668,0.0,LOC105372668,uncharacterized LOC105372668
128553,0.0,TSHZ2,teashirt zinc finger homeobox 2
105372669,0.0,LOC105372669,uncharacterized LOC105372669
105372671,0.0,LOC105372671,uncharacterized LOC105372671
101927770,0.0,LOC101927770,uncharacterized LOC101927770
7764,0.0,ZNF217,zinc finger protein 217
105372672,0.0,LOC105372672,uncharacterized LOC105372672
391257,0.0,SUMO1P1,SUMO1 pseudogene 1
8537,0.0,BCAS1,brain enriched myelin associated protein 1
100616225,0.0,MIR4756,microRNA 4756
1591,0.0,CYP24A1,cytochrome P450 family 24 subfamily A member 1
105372675,0.0,LOC105372675,uncharacterized LOC105372675
5203,0.0,PFDN4,prefoldin subunit 4
107985385,0.0,LOC107985385,uncharacterized LOC107985385
55816,0.0,DOK5,docking protein 5
101927796,0.0,LINC01441,long intergenic non-protein coding RNA 1441
102723578,0.0,LINC01440,long intergenic non-protein coding RNA 1440
105372676,0.0,LOC105372676,uncharacterized LOC105372676
107984001,0.0,LOC107984001,uncharacterized LOC107984001
105372677,0.0,LOC105372677,uncharacterized LOC105372677
105372678,0.0,LOC105372678,uncharacterized LOC105372678
140689,0.0,CBLN4,cerebellin 4 precursor
105372679,0.0,LOC105372679,
105376989,0.0,LOC105376989,uncharacterized LOC105376989
105372680,0.0,LOC105372680,uncharacterized LOC105372680
4159,0.0,MC3R,melanocortin 3 receptor
116151,0.0,FAM210B,family with sequence similarity 210 member B
6790,0.0,AURKA,aurora kinase A
1477,0.0,CSTF1,cleavage stimulation factor subunit 1
57091,0.0,CASS4,Cas scaffold protein family member 4
2980,0.0,GUCA2A,guanylate cyclase activator 2A
140687,0.0,GCNT7,glucosaminyl (N-acetyl) transferase family member 7
105372681,0.0,LOC105372681,
200232,0.0,FAM209A,family with sequence similarity 209 member A
388799,0.0,FAM209B,family with sequence similarity 209 member B
105372682,0.0,LINC01716,long intergenic non-protein coding RNA 1716
7022,0.0,TFAP2C,transcription factor AP-2 gamma
105372683,0.0,LOC105372683,uncharacterized LOC105372683
105372685,0.0,LOC105372685,uncharacterized LOC105372685
105372686,0.0,LOC105372686,uncharacterized LOC105372686
655,0.0,BMP7,bone morphogenetic protein 7
102723590,0.0,BMP7-AS1,BMP7 antisense RNA 1
112268270,0.0,LOC112268270,translation initiation factor IF-2-like
105372687,0.0,LOC105372687,uncharacterized LOC105372687
100422883,0.0,MIR4325,microRNA 4325
23626,0.0,SPO11,SPO11 initiator of meiotic double stranded breaks
22887,0.0,FOXJ3,forkhead box J3
100462983,0.0,MTRNR2L3,MT-RNR2 like 3 (pseudogene)
100291105,0.0,RBM38-AS1,RBM38 antisense RNA 1
55544,0.0,RBM38,RNA binding motif protein 38
105372688,0.0,LOC105372688,uncharacterized LOC105372688
140690,0.0,CTCFL,CCCTC-binding factor like
5105,0.0,PCK1,phosphoenolpyruvate carboxykinase 1
105372690,0.0,LOC105372690,
81030,0.0,ZBP1,Z-DNA binding protein 1
56937,0.0,PMEPA1,"prostate transmembrane protein, androgen induced 1"
105416157,0.0,NKILA,NF-kappaB interacting lncRNA
105372692,0.0,LOC105372692,uncharacterized LOC105372692
105372693,0.0,LOC105372693,uncharacterized LOC105372693
105376992,0.0,LINC01742,long intergenic non-protein coding RNA 1742
107987284,0.0,LOC107987284,uncharacterized LOC107987284
107985434,0.0,LOC107985434,uncharacterized LOC107985434
128602,0.0,C20orf85,chromosome 20 open reading frame 85
105372694,0.0,LOC105372694,uncharacterized LOC105372694
140731,0.0,ANKRD60,ankyrin repeat domain 60
55370,0.0,PPP4R1L,protein phosphatase 4 regulatory subunit 1 like (pseudogene)
57403,0.0,RAB22A,"RAB22A, member RAS oncogene family"
9217,0.0,VAPB,VAMP associated protein B and C
164284,0.0,APCDD1L,APC down-regulated 1 like
149773,0.0,APCDD1L-DT,APCDD1L divergent transcript
79160,0.0,LINC01711,long intergenic non-protein coding RNA 1711
107985410,0.0,LOC107985410,uncharacterized LOC107985410
100534593,0.0,STX16-NPEPL1,STX16-NPEPL1 readthrough (NMD candidate)
8675,0.0,STX16,syntaxin 16
79716,0.0,NPEPL1,aminopeptidase like 1
105372695,0.0,LOC105372695,uncharacterized LOC105372695
407022,0.0,MIR296,microRNA 296
100126296,0.0,MIR298,microRNA 298
149775,0.0,GNAS-AS1,GNAS antisense RNA 1
2778,0.0,GNAS,GNAS complex locus
101927932,0.0,LOC101927932,uncharacterized LOC101927932
107985382,0.0,LOC107985382,uncharacterized LOC107985382
51497,0.0,NELFCD,negative elongation factor complex member C/D
1522,0.0,CTSZ,cathepsin Z
81027,0.0,TUBB1,tubulin beta 1 class VI
284716,0.0,RIMKLA,ribosomal modification protein rimK like family member A
84217,0.0,ZMYND12,zinc finger MYND-type containing 12
51012,0.0,PRELID3B,PRELI domain containing 3B
128611,0.0,ZNF831,zinc finger protein 831
107985389,0.0,LOC107985389,
1908,0.0,EDN3,endothelin 3
105372696,0.0,LOC105372696,
116154,0.0,PHACTR3,phosphatase and actin regulator 3
107985430,0.0,LOC107985430,
100506384,0.0,PHACTR3-AS1,PHACTR3 antisense RNA 1
10388,0.0,SYCP2,synaptonemal complex protein 2
63939,0.0,FAM217B,family with sequence similarity 217 member B
5509,0.0,PPP1R3D,protein phosphatase 1 regulatory subunit 3D
60437,0.0,CDH26,cadherin 26
284756,0.0,LINC02910,long intergenic non-protein coding RNA 2910
107985429,0.0,LOC107985429,
729296,0.0,LOC729296,uncharacterized LOC729296
284757,0.0,MIR646HG,MIR646 host gene
105372698,0.0,LOC105372698,uncharacterized LOC105372698
693231,0.0,MIR646,microRNA 646
105372697,0.0,LOC105372697,uncharacterized LOC105372697
101928048,0.0,LOC101928048,uncharacterized LOC101928048
100616362,0.0,MIR4533,microRNA 4533
100616440,0.0,MIR548AG2,microRNA 548ag-2
105372699,0.0,LOC105372699,uncharacterized LOC105372699
105372700,0.0,LOC105372700,uncharacterized LOC105372700
100506470,0.0,LINC01718,long intergenic non-protein coding RNA 1718
105372701,0.0,LOC105372701,uncharacterized LOC105372701
